"","id","size","size","surv","covariate","covariateNext","fec","stage","stageNext"
"63","63","1.82335374432247","2.51217512924914","1","0.252023454494146","0.252023454494146","0","continuous","continuous"
"64","64","1.80152646601605","2.42478436576374","1","0.234778575222407","0.234778575222407","3","continuous","continuous"
"65","65","1.85340188112443","2.64578558679907","1","0.278096376788527","0.278096376788527","1","continuous","continuous"
"66","66","1.82618469673216","2.48530438763562","1","0.242196100812431","0.242196100812431","1","continuous","continuous"
"67","67","1.81996463244047","2.48954919681029","1","0.24655501494011","0.24655501494011","0","continuous","continuous"
"68","68","1.84078971400484","2.61340716285015","1","0.274559793339696","0.274559793339696","4","continuous","continuous"
"69","69","1.84635596741088","2.68091865564657","1","0.291822838405751","0.291822838405751","0","continuous","continuous"
"70","70","1.80847950372554","2.47034263366278","1","0.246064379158547","0.246064379158547","0","continuous","continuous"
"71","71","1.80211362021827",NA,"0","0.273987639749324","0.273987639749324","0","continuous","continuous"
"72","72","1.83216486129204","2.43008755676477","1","0.221678474569772","0.221678474569772","1","continuous","continuous"
"73","73","1.80167044236902","2.40037104817498","1","0.226711806399141","0.226711806399141","0","continuous","continuous"
"74","74","1.78960927904373","2.48396009273543","1","0.259765148153529","0.259765148153529","0","continuous","continuous"
"75","75","1.82716602512779","2.56856100954849","1","0.267613196279665","0.267613196279665","1","continuous","continuous"
"76","76","1.82435244444158",NA,"0","0.220220289071431","0.220220289071431","0","continuous","continuous"
"77","77","1.84504711213346",NA,"0","0.256926940592174","0.256926940592174","0","continuous","continuous"
"78","78","1.84494173500033","2.54210947350731","1","0.250898481151485","0.250898481151485","0","continuous","continuous"
"79","79","1.81566754936549","2.52242334367248","1","0.258984359991981","0.258984359991981","0","continuous","continuous"
"80","80","1.82280401264244","2.52471960456098","1","0.256208658756564","0.256208658756564","3","continuous","continuous"
"81","81","1.80307475927533",NA,"0","0.262438608153112","0.262438608153112","0","continuous","continuous"
"82","82","1.80735724700697","2.54480336276777","1","0.270051615033971","0.270051615033971","1","continuous","continuous"
"83","83","1.80838317193365","2.50570699206101","1","0.25732672699484","0.25732672699484","0","continuous","continuous"
"84","84","1.81978168318561","2.49790077917566","1","0.249279851374254","0.249279851374254","0","continuous","continuous"
"85","85","1.81581601324846","2.46723074708625","1","0.241484212069104","0.241484212069104","0","continuous","continuous"
"86","86","1.80895939069373",NA,"0","0.256908972955686","0.256908972955686","0","continuous","continuous"
"87","87","1.79836823206023","2.52031172185091","1","0.26688614610299","0.26688614610299","0","continuous","continuous"
"88","88","1.81673297915678","2.43642270960199","1","0.231141754826248","0.231141754826248","2","continuous","continuous"
"89","89","1.82006191866",NA,"0","0.260588965963417","0.260588965963417","0","continuous","continuous"
"90","90","1.81690654062992","2.55535491288262","1","0.26859156362068","0.26859156362068","2","continuous","continuous"
"91","91","1.78422540343846",NA,"0","0.266315836282971","0.266315836282971","0","continuous","continuous"
"92","92","1.80529267112746","2.41611880132341","1","0.230106933943137","0.230106933943137","1","continuous","continuous"
"93","93","1.79282920289534","2.43034785548137","1","0.240879578104635","0.240879578104635","0","continuous","continuous"
"94","94","1.8531488361275","2.6021187846167","1","0.265215313775301","0.265215313775301","0","continuous","continuous"
"95","95","1.82524739354211","2.62347273677504","1","0.285179749653162","0.285179749653162","2","continuous","continuous"
"96","96","1.84892076869082",NA,"0","0.247488555298985","0.247488555298985","0","continuous","continuous"
"97","97","1.80825089456717","2.47609599053712","1","0.248012074470669","0.248012074470669","1","continuous","continuous"
"98","98","1.79151249964654","2.52664291972424","1","0.272306146142166","0.272306146142166","6","continuous","continuous"
"99","99","1.8288576196077",NA,"0","0.230613153480606","0.230613153480606","0","continuous","continuous"
"100","100","1.8209884760354","2.47662840433571","1","0.241962787065998","0.241962787065998","0","continuous","continuous"
"101","101","1.85651123248579","2.64470510199305","1","0.276282311422577","0.276282311422577","3","continuous","continuous"
"102","102","1.82466174680087",NA,"0","0.280340764438007","0.280340764438007","0","continuous","continuous"
"103","103","1.83346302530359","2.52304053686404","1","0.250514685892501","0.250514685892501","3","continuous","continuous"
"104","104","1.82381646413135",NA,"0","0.225559212137509","0.225559212137509","0","continuous","continuous"
"105","105","1.79544975699015","2.43145405635747","1","0.239943204470612","0.239943204470612","1","continuous","continuous"
"106","106","1.80502845834227","2.55288398162595","1","0.273712256257715","0.273712256257715","1","continuous","continuous"
"107","107","1.79504501411481","2.5282162015054","1","0.271025414978839","0.271025414978839","1","continuous","continuous"
"108","108","1.82894911815113",NA,"0","0.242314804230178","0.242314804230178","0","continuous","continuous"
"109","109","1.8242082447076",NA,"0","0.228555452980765","0.228555452980765","0","continuous","continuous"
"110","110","1.80525087625791",NA,"0","0.243963245687191","0.243963245687191","0","continuous","continuous"
"111","111","1.79601705618604","2.48650584875987","1","0.257376686600953","0.257376686600953","1","continuous","continuous"
"112","112","1.82320168252437","2.55934028674537","1","0.266725694680139","0.266725694680139","0","continuous","continuous"
"113","113","1.82111791145158","2.58215891544672","1","0.274731384102454","0.274731384102454","2","continuous","continuous"
"114","114","1.86049139490804","2.44166628069342","1","0.212061777980081","0.212061777980081","0","continuous","continuous"
"115","115","1.8024537797051",NA,"0","0.275868299723742","0.275868299723742","0","continuous","continuous"
"116","116","1.81004107162159","2.46501001243632","1","0.243594274958139","0.243594274958139","3","continuous","continuous"
"117","117","1.84292058860706",NA,"0","0.232394223838875","0.232394223838875","0","continuous","continuous"
"118","118","1.80474363841623",NA,"0","0.244575120669156","0.244575120669156","0","continuous","continuous"
"119","119","1.80304597540933",NA,"0","0.239498381786061","0.239498381786061","0","continuous","continuous"
"120","120","1.80997511462786","2.53476515986784","1","0.265636307652878","0.265636307652878","1","continuous","continuous"
"121","121","1.82077712782251",NA,"0","0.241456541089035","0.241456541089035","0","continuous","continuous"
"122","122","1.82026988061481","2.50915823649307","1","0.252580639071947","0.252580639071947","1","continuous","continuous"
"123","123","1.82354620609827",NA,"0","0.25520363273258","0.25520363273258","0","continuous","continuous"
"124","124","1.83161745799972","2.57508837005939","1","0.267435072447756","0.267435072447756","0","continuous","continuous"
"125","125","1.83246278218337","2.52231861269109","1","0.25077306092191","0.25077306092191","2","continuous","continuous"
"126","126","1.80902853690272","2.60395924303745","1","0.287351293228226","0.287351293228226","0","continuous","continuous"
"127","127","1.8032394265628",NA,"0","0.244559549221136","0.244559549221136","0","continuous","continuous"
"128","128","1.82814202677784","2.59243654865842","1","0.274405082843879","0.274405082843879","1","continuous","continuous"
"129","129","1.81924739655927",NA,"0","0.227137292509024","0.227137292509024","0","continuous","continuous"
"130","130","1.79297093414856",NA,"0","0.237196055851016","0.237196055851016","0","continuous","continuous"
"131","131","1.81867315327123","2.59387618668427","1","0.279500733591434","0.279500733591434","2","continuous","continuous"
"132","132","1.81462665143025","2.50177923580273","1","0.253020509008427","0.253020509008427","1","continuous","continuous"
"133","133","1.84893118713809","2.50641720894026","1","0.23793450187845","0.23793450187845","1","continuous","continuous"
"134","134","1.82263218147397","2.60645196806264","1","0.281351520817777","0.281351520817777","2","continuous","continuous"
"135","135","1.807178667354",NA,"0","0.245244383739674","0.245244383739674","0","continuous","continuous"
"136","136","1.81028948016377","2.47183324517895","1","0.245652750990906","0.245652750990906","1","continuous","continuous"
"137","137","1.8049572747993","2.42143763612156","1","0.232007084218711","0.232007084218711","1","continuous","continuous"
"138","138","1.808948441892",NA,"0","0.296560111158582","0.296560111158582","0","continuous","continuous"
"139","139","1.80699711951541","2.55736985602835","1","0.274118247265327","0.274118247265327","1","continuous","continuous"
"140","140","1.81496425567396",NA,"0","0.254620353419455","0.254620353419455","0","continuous","continuous"
"141","141","1.84873137867297","2.47155240857082","1","0.227074053717787","0.227074053717787","0","continuous","continuous"
"142","142","1.81380502249074",NA,"0","0.2466387356088","0.2466387356088","0","continuous","continuous"
"143","143","1.82623875376826",NA,"0","0.26526864975917","0.26526864975917","0","continuous","continuous"
"144","144","1.82149032034165","2.55124842448909","1","0.2650733652577","0.2650733652577","1","continuous","continuous"
"145","145","1.81772412052407",NA,"0","0.227804927663461","0.227804927663461","0","continuous","continuous"
"146","146","1.78797549809666","2.4176938910489","1","0.239152056400903","0.239152056400903","1","continuous","continuous"
"147","147","1.83651672194109","2.55022204303783","1","0.257445800368701","0.257445800368701","1","continuous","continuous"
"148","148","1.80029735421603","2.41888497537273","1","0.23345672185006","0.23345672185006","2","continuous","continuous"
"149","149","1.8210356989292","2.45424460083551","1","0.23479629748244","0.23479629748244","2","continuous","continuous"
"150","150","1.83449553602116",NA,"0","0.227687305235064","0.227687305235064","0","continuous","continuous"
"151","151","1.80983065723597",NA,"0","0.266188296549334","0.266188296549334","0","continuous","continuous"
"152","152","1.82844221669601",NA,"0","0.266463835567399","0.266463835567399","0","continuous","continuous"
"153","153","1.81772479368643","2.54963950531191","1","0.266425594639519","0.266425594639519","2","continuous","continuous"
"154","154","1.80211557246311",NA,"0","0.253971921514142","0.253971921514142","0","continuous","continuous"
"155","155","1.82841727610804",NA,"0","0.265202950206196","0.265202950206196","0","continuous","continuous"
"156","156","1.8172066067968","2.49333397249538","1","0.249095165398595","0.249095165398595","3","continuous","continuous"
"157","157","1.8103061539566","2.45880495548015","1","0.241476708931102","0.241476708931102","6","continuous","continuous"
"158","158","1.84104049745746","2.54425989992085","1","0.253431678399279","0.253431678399279","1","continuous","continuous"
"159","159","1.80468400648212",NA,"0","0.224396156833378","0.224396156833378","0","continuous","continuous"
"160","160","1.82946631749958","2.56224564107289","1","0.264557085366662","0.264557085366662","2","continuous","continuous"
"161","161","1.82813643654441","2.51629199395623","1","0.250987936631591","0.250987936631591","1","continuous","continuous"
"162","162","1.8000585488272","2.58196097538935","1","0.285146203257335","0.285146203257335","1","continuous","continuous"
"163","163","1.82294763353298","2.42058830202513","1","0.223012353122283","0.223012353122283","1","continuous","continuous"
"164","164","1.82954340795051",NA,"0","0.235162700045133","0.235162700045133","0","continuous","continuous"
"165","165","1.82721894338967","2.5812936366006","1","0.271472757128639","0.271472757128639","2","continuous","continuous"
"166","166","1.84462964990223","2.51818261429343","1","0.243645361358382","0.243645361358382","3","continuous","continuous"
"167","167","1.81966021915998","2.49182264641375","1","0.247421575308966","0.247421575308966","2","continuous","continuous"
"168","168","1.80086436636168",NA,"0","0.251693850029777","0.251693850029777","0","continuous","continuous"
"169","169","1.83927755058277",NA,"0","0.217324301861124","0.217324301861124","0","continuous","continuous"
"170","170","1.83612318853938","2.52519133150895","1","0.249900679524125","0.249900679524125","1","continuous","continuous"
"171","171","1.83073856932058","2.58132499646515","1","0.269762504774086","0.269762504774086","0","continuous","continuous"
"172","172","1.81489390784334",NA,"0","0.23758684807139","0.23758684807139","0","continuous","continuous"
"173","173","1.87928450678424","2.59250855197503","1","0.249977588887006","0.249977588887006","1","continuous","continuous"
"174","174","1.83607402766973",NA,"0","0.239240448645613","0.239240448645613","0","continuous","continuous"
"175","175","1.8515955685995","2.69319014466422","1","0.292846831939586","0.292846831939586","2","continuous","continuous"
"176","176","1.81716512420227",NA,"0","0.244861499893622","0.244861499893622","0","continuous","continuous"
"177","177","1.80922469249327",NA,"0","0.267742904234034","0.267742904234034","0","continuous","continuous"
"178","178","1.80015767602979","2.48087523478659","1","0.253527489365926","0.253527489365926","0","continuous","continuous"
"179","179","1.76977355507897",NA,"0","0.277795524505547","0.277795524505547","0","continuous","continuous"
"180","180","1.85683824980255","2.58325066133142","1","0.25777002967878","0.25777002967878","2","continuous","continuous"
"181","181","1.80343028783218","2.53436854626897","1","0.268759253184508","0.268759253184508","0","continuous","continuous"
"182","182","1.8099863880078",NA,"0","0.245465918224701","0.245465918224701","0","continuous","continuous"
"183","183","1.81144636920508",NA,"0","0.200022982000939","0.200022982000939","0","continuous","continuous"
"184","184","1.79419027663649","2.42849407778627","1","0.239601847328583","0.239601847328583","2","continuous","continuous"
"185","185","1.82308609333056",NA,"0","0.25970763213348","0.25970763213348","0","continuous","continuous"
"186","186","1.82049029578897",NA,"0","0.223271725010903","0.223271725010903","0","continuous","continuous"
"187","187","1.8285026806108","2.44233765913194","1","0.227377578025647","0.227377578025647","2","continuous","continuous"
"188","188","1.86010634025293",NA,"0","0.237636084668766","0.237636084668766","0","continuous","continuous"
"189","189","1.81999267808158","2.3935754722752","1","0.215601916470904","0.215601916470904","0","continuous","continuous"
"190","190","1.82627466798402",NA,"0","0.251513199863281","0.251513199863281","0","continuous","continuous"
"191","191","1.81263406516442","2.45414004137872","1","0.238842656599023","0.238842656599023","2","continuous","continuous"
"192","192","1.85431885644765","2.62097781019065","1","0.270296246908355","0.270296246908355","2","continuous","continuous"
"193","193","1.79017778107364","2.38278987707417","1","0.226538695568676","0.226538695568676","1","continuous","continuous"
"194","194","1.83880186564262","2.46445686832548","1","0.229531344242802","0.229531344242802","2","continuous","continuous"
"195","195","1.82027842207817",NA,"0","0.252099952791558","0.252099952791558","0","continuous","continuous"
"196","196","1.80444826330404",NA,"0","0.250408224082057","0.250408224082057","0","continuous","continuous"
"197","197","1.78571773146909","2.49050268848002","1","0.263803694991596","0.263803694991596","1","continuous","continuous"
"198","198","1.80547923255618",NA,"0","0.221961238294889","0.221961238294889","0","continuous","continuous"
"199","199","1.83087519925054","2.49226717209216","1","0.242130248105866","0.242130248105866","0","continuous","continuous"
"200","200","1.7955464494422",NA,"0","0.25511851301259","0.25511851301259","0","continuous","continuous"
"201","201","1.8399618216953","2.61883345033647","1","0.27658694539226","0.27658694539226","0","continuous","continuous"
"202","202","1.81060920541027","2.48832240042031","1","0.25073942893031","0.25073942893031","0","continuous","continuous"
"203","203","1.79907398435458",NA,"0","0.208621155269708","0.208621155269708","0","continuous","continuous"
"204","204","1.80813688024842",NA,"0","0.238331857302908","0.238331857302908","0","continuous","continuous"
"205","205","1.81346397205667",NA,"0","0.254037162863964","0.254037162863964","0","continuous","continuous"
"206","206","1.83983213202095",NA,"0","0.284079176861625","0.284079176861625","0","continuous","continuous"
"207","207","1.79887492830882","2.45560246295387","1","0.24606743280197","0.24606743280197","1","continuous","continuous"
"208","208","1.81951074539714",NA,"0","0.273849569650608","0.273849569650608","0","continuous","continuous"
"209","209","1.81065454295553",NA,"0","0.250509440423673","0.250509440423673","0","continuous","continuous"
"210","210","1.85173964894868",NA,"0","0.21660505928167","0.21660505928167","0","continuous","continuous"
"211","211","1.82506778546939",NA,"0","0.246664023408532","0.246664023408532","0","continuous","continuous"
"212","212","1.80726319154413",NA,"0","0.213583843944316","0.213583843944316","0","continuous","continuous"
"213","213","1.82113909524122",NA,"0","0.248590233476889","0.248590233476889","0","continuous","continuous"
"214","214","1.81938756093625",NA,"0","0.258336120824796","0.258336120824796","0","continuous","continuous"
"215","215","1.82568027559745","2.5178939329234","1","0.252679931077997","0.252679931077997","3","continuous","continuous"
"216","216","1.79087172676613","2.50593207741494","1","0.266108974722049","0.266108974722049","2","continuous","continuous"
"217","217","1.80354745126778","2.48984663394565","1","0.254701991753346","0.254701991753346","2","continuous","continuous"
"218","218","1.80254443045835",NA,"0","0.256649997653007","0.256649997653007","0","continuous","continuous"
"219","219","1.81298419084745",NA,"0","0.249193444981994","0.249193444981994","0","continuous","continuous"
"220","220","1.79907143066157","2.40657146394212","1","0.230023811201141","0.230023811201141","0","continuous","continuous"
"221","221","1.80825246686092",NA,"0","0.27872733286417","0.27872733286417","0","continuous","continuous"
"222","222","1.8235513629747",NA,"0","0.259522497922653","0.259522497922653","0","continuous","continuous"
"223","223","1.81250734439913","2.40347833061354","1","0.222461097594736","0.222461097594736","2","continuous","continuous"
"224","224","1.77232855939249",NA,"0","0.244400688098359","0.244400688098359","0","continuous","continuous"
"225","225","1.81161635843387",NA,"0","0.24480381732616","0.24480381732616","0","continuous","continuous"
"226","226","1.8030622080914","2.43804859073292","1","0.238334877942002","0.238334877942002","2","continuous","continuous"
"227","227","1.83573450316993",NA,"0","0.249972509525987","0.249972509525987","0","continuous","continuous"
"228","228","1.80990482978898",NA,"0","0.269597267897045","0.269597267897045","0","continuous","continuous"
"229","229","1.85077031843528",NA,"0","0.239015301769127","0.239015301769127","0","continuous","continuous"
"230","230","1.83857034273113",NA,"0","0.246495905073443","0.246495905073443","0","continuous","continuous"
"231","231","1.84251185993344",NA,"0","0.25680544558802","0.25680544558802","0","continuous","continuous"
"232","232","1.80233248068339","2.44378200254275","1","0.240549071476054","0.240549071476054","2","continuous","continuous"
"233","233","1.83556300007349",NA,"0","0.245403983575231","0.245403983575231","0","continuous","continuous"
"234","234","1.86282528609945","2.61756737142722","1","0.265218017788369","0.265218017788369","3","continuous","continuous"
"235","235","1.83196718934366",NA,"0","0.221475479297991","0.221475479297991","0","continuous","continuous"
"236","236","1.8023629727076",NA,"0","0.239505267069679","0.239505267069679","0","continuous","continuous"
"237","237","1.79805818190052","2.37127317268891","1","0.218835921954182","0.218835921954182","2","continuous","continuous"
"238","238","1.82777034745662","2.56645328318839","1","0.266673031686099","0.266673031686099","1","continuous","continuous"
"239","239","1.82550058564385",NA,"0","0.252473802291306","0.252473802291306","0","continuous","continuous"
"240","240","1.83232940352981",NA,"0","0.277956682777821","0.277956682777821","0","continuous","continuous"
"241","241","1.83766886723569","2.45945435846735","1","0.228478187980726","0.228478187980726","1","continuous","continuous"
"242","242","1.84076005829435",NA,"0","0.225426583876227","0.225426583876227","0","continuous","continuous"
"243","243","1.8063217190583",NA,"0","0.256713523108135","0.256713523108135","0","continuous","continuous"
"244","244","1.81398736908837",NA,"0","0.301257629910292","0.301257629910292","0","continuous","continuous"
"245","245","1.8034136732307",NA,"0","0.261073093924913","0.261073093924913","0","continuous","continuous"
"246","246","1.81366786103497","2.53701819163695","1","0.264513777850298","0.264513777850298","1","continuous","continuous"
"247","247","1.79884914818169",NA,"0","0.207731166061321","0.207731166061321","0","continuous","continuous"
"248","248","1.79523651602289","2.32642681084795","1","0.205107193483093","0.205107193483093","1","continuous","continuous"
"249","249","1.80438528260961","2.39834128021661","1","0.224718157844083","0.224718157844083","1","continuous","continuous"
"250","250","1.84435506994667",NA,"0","0.258709023287707","0.258709023287707","0","continuous","continuous"
"251","251","1.81180098179634",NA,"0","0.22432033554189","0.22432033554189","0","continuous","continuous"
"252","252","1.80756787296062","2.50217017542352","1","0.256614331071423","0.256614331071423","3","continuous","continuous"
"253","253","1.83402668458596",NA,"0","0.254105185594477","0.254105185594477","0","continuous","continuous"
"254","254","1.81408062753311",NA,"0","0.222260216104072","0.222260216104072","0","continuous","continuous"
"255","255","1.82712101181606",NA,"0","0.223680714807642","0.223680714807642","0","continuous","continuous"
"256","256","1.81528635025414",NA,"0","0.234768562933359","0.234768562933359","0","continuous","continuous"
"257","257","1.80358904361148","2.58244808985724","1","0.283524169815945","0.283524169815945","3","continuous","continuous"
"258","258","1.84892715049297","2.58511338056842","1","0.262113389268279","0.262113389268279","2","continuous","continuous"
"259","259","1.82096470892591",NA,"0","0.259375712372147","0.259375712372147","0","continuous","continuous"
"260","260","1.81509430733907","2.53712393146058","1","0.263844049119519","0.263844049119519","1","continuous","continuous"
"261","261","1.81815824303892","2.48411783016121","1","0.245715267049723","0.245715267049723","1","continuous","continuous"
"262","262","1.84318577294762",NA,"0","0.234273613916655","0.234273613916655","0","continuous","continuous"
"263","263","1.85221646988582",NA,"0","0.255651443199517","0.255651443199517","0","continuous","continuous"
"264","264","1.82663176557922","2.54179413193796","1","0.259642035798057","0.259642035798057","4","continuous","continuous"
"265","265","1.84645285971919",NA,"0","0.241154346637523","0.241154346637523","0","continuous","continuous"
"266","266","1.80576410716861",NA,"0","0.235144486753514","0.235144486753514","0","continuous","continuous"
"267","267","1.82596064096786","2.44213368608188","1","0.228531934136652","0.228531934136652","1","continuous","continuous"
"268","268","1.82040920570661","2.57292793059422","1","0.272262239893995","0.272262239893995","1","continuous","continuous"
"269","269","1.83244090990816","2.43076877938871","1","0.22176685841416","0.22176685841416","3","continuous","continuous"
"270","270","1.83427539238841",NA,"0","0.24275643187444","0.24275643187444","0","continuous","continuous"
"271","271","1.82616394851399",NA,"0","0.296687609330185","0.296687609330185","0","continuous","continuous"
"272","272","1.83888838551984","2.48598636069896","1","0.236307257824337","0.236307257824337","1","continuous","continuous"
"273","273","1.83777078684933","2.47695546338982","1","0.233988294930987","0.233988294930987","3","continuous","continuous"
"274","274","1.83557856714109",NA,"0","0.224760077423025","0.224760077423025","0","continuous","continuous"
"275","275","1.86251282639213","2.50648742738719","1","0.231553889042574","0.231553889042574","1","continuous","continuous"
"276","276","1.81502293750617","2.50732107495644","1","0.254569670859502","0.254569670859502","1","continuous","continuous"
"277","277","1.80450780800139",NA,"0","0.235204354169086","0.235204354169086","0","continuous","continuous"
"278","278","1.83629405961784","2.62268217739874","1","0.279524186453512","0.279524186453512","2","continuous","continuous"
"279","279","1.81625603705459",NA,"0","0.258162244724733","0.258162244724733","0","continuous","continuous"
"280","280","1.80248205113769",NA,"0","0.262973917199375","0.262973917199375","0","continuous","continuous"
"281","281","1.80569060584625",NA,"0","0.237637014454012","0.237637014454012","0","continuous","continuous"
"282","282","1.82014083972934","2.53588342087659","1","0.260981326398052","0.260981326398052","2","continuous","continuous"
"283","283","1.83013942022378",NA,"0","0.205532108481733","0.205532108481733","0","continuous","continuous"
"284","284","1.83251902280041",NA,"0","0.264855063691855","0.264855063691855","0","continuous","continuous"
"285","285","1.82057615818923",NA,"0","0.244913329684066","0.244913329684066","0","continuous","continuous"
"286","286","1.8594682088783",NA,"0","0.243624667817282","0.243624667817282","0","continuous","continuous"
"287","287","1.86159819894387",NA,"0","0.240335275412123","0.240335275412123","0","continuous","continuous"
"288","288","1.84812506471779","2.61698868574028","1","0.272083858488199","0.272083858488199","1","continuous","continuous"
"289","289","1.80641245892593","2.62665898284682","1","0.295511325820326","0.295511325820326","1","continuous","continuous"
"290","290","1.84242040666412",NA,"0","0.248916816319804","0.248916816319804","0","continuous","continuous"
